Return_ID,Order_ID,Return_Reason,Refund_Amount,Return_Status
RET-14940,ORD-537648,Size Issue,0.0,Rejected
RET-14941,ORD-537653,Defective Product,1304.72,Approved
RET-14942,ORD-537658,Customer Dissatisfaction,0.0,Rejected
RET-14943,ORD-537661,Defective Product,187784.8,Approved
RET-14944,ORD-537673,Defective Product,1931.1,Pending
RET-14945,ORD-537674,Size Issue,113596.13,Approved
RET-14946,ORD-537676,Wrong Item,25136.36,Approved
RET-14947,ORD-537683,Late Delivery,0.0,Rejected
RET-14948,ORD-537692,Customer Dissatisfaction,230653.54,Approved
RET-14949,ORD-537694,Late Delivery,4431.25,Approved
RET-14950,ORD-537698,Size Issue,10154.0,Pending
RET-14951,ORD-537705,Late Delivery,0.0,Rejected
RET-14952,ORD-537710,Size Issue,5988.01,Pending
RET-14953,ORD-537718,Customer Dissatisfaction,98650.55,Pending
RET-14954,ORD-537726,Defective Product,10528.62,Pending
RET-14955,ORD-537733,Customer Dissatisfaction,53864.45,Approved
RET-14956,ORD-537735,Size Issue,13896.0,Approved
RET-14957,ORD-537741,Damaged in Transit,431.99,Pending
RET-14958,ORD-537753,Damaged in Transit,36427.52,Approved
RET-14959,ORD-537763,Defective Product,5396.9,Approved
RET-14960,ORD-537795,Wrong Item,59735.95,Approved
RET-14961,ORD-537807,Customer Dissatisfaction,8009.7,Approved
RET-14962,ORD-537810,Late Delivery,33100.15,Approved
RET-14963,ORD-537819,Late Delivery,3320.47,Pending
RET-14964,ORD-537826,Customer Dissatisfaction,0.0,Rejected
RET-14965,ORD-537842,Size Issue,147731.46,Approved
RET-14966,ORD-537859,Late Delivery,14126.17,Approved
RET-14967,ORD-537864,Late Delivery,3981.49,Approved
RET-14968,ORD-537874,Size Issue,21092.99,Approved
RET-14969,ORD-537883,Wrong Item,36007.72,Approved
RET-14970,ORD-537888,Size Issue,27280.44,Approved
RET-14971,ORD-537889,Damaged in Transit,75643.8,Approved
RET-14972,ORD-537901,Late Delivery,45.87,Pending
RET-14973,ORD-537909,Customer Dissatisfaction,1102.97,Pending
RET-14974,ORD-537930,Defective Product,8500.35,Approved
RET-14975,ORD-537942,Defective Product,6841.12,Approved
RET-14976,ORD-537945,Wrong Item,4459.96,Pending
RET-14977,ORD-537953,Defective Product,8513.86,Approved
RET-14978,ORD-537957,Customer Dissatisfaction,109572.42,Approved
RET-14979,ORD-537958,Size Issue,12206.19,Pending
RET-14980,ORD-537959,Size Issue,152005.1,Approved
RET-14981,ORD-537961,Late Delivery,24594.55,Approved
RET-14982,ORD-537964,Size Issue,98120.62,Approved
RET-14983,ORD-537966,Defective Product,9917.65,Approved
RET-14984,ORD-537967,Customer Dissatisfaction,9014.86,Approved
RET-14985,ORD-537986,Customer Dissatisfaction,2523.11,Approved
RET-14986,ORD-537988,Damaged in Transit,5471.06,Approved
RET-14987,ORD-537992,Defective Product,1834.18,Approved
RET-14988,ORD-537997,Wrong Item,2601.02,Approved
RET-14989,ORD-537998,Defective Product,2402.92,Approved
RET-14990,ORD-538016,Wrong Item,308408.5,Approved
RET-14991,ORD-538040,Size Issue,160685.76,Approved
RET-14992,ORD-538052,Customer Dissatisfaction,67760.81,Approved
RET-14993,ORD-538061,Defective Product,9374.92,Pending
RET-14994,ORD-538062,Late Delivery,20935.15,Approved
RET-14995,ORD-538070,Late Delivery,6568.53,Approved
RET-14996,ORD-538075,Customer Dissatisfaction,17467.99,Approved
RET-14997,ORD-538084,Wrong Item,32288.45,Approved
RET-14998,ORD-538089,Late Delivery,2667.22,Approved
RET-14999,ORD-538096,Size Issue,2717.81,Pending
RET-15000,ORD-538097,Defective Product,12559.51,Approved
RET-15001,ORD-538101,Damaged in Transit,8698.66,Approved
RET-15002,ORD-538120,Wrong Item,21752.06,Pending
RET-15003,ORD-538121,Size Issue,6740.36,Approved
RET-15004,ORD-538127,Customer Dissatisfaction,19046.61,Approved
RET-15005,ORD-538128,Customer Dissatisfaction,2552.29,Approved
RET-15006,ORD-538134,Late Delivery,1289.26,Approved
RET-15007,ORD-538157,Size Issue,765.93,Approved
RET-15008,ORD-538172,Wrong Item,15345.1,Approved
RET-15009,ORD-538177,Late Delivery,12391.37,Pending
RET-15010,ORD-538196,Damaged in Transit,191382.0,Approved
RET-15011,ORD-538210,Wrong Item,14419.66,Approved
RET-15012,ORD-538212,Defective Product,41394.89,Approved
RET-15013,ORD-538213,Wrong Item,45182.31,Approved
RET-15014,ORD-538215,Wrong Item,121937.08,Approved
RET-15015,ORD-538222,Wrong Item,13278.59,Approved
RET-15016,ORD-538224,Late Delivery,18523.77,Approved
RET-15017,ORD-538227,Customer Dissatisfaction,0.0,Rejected
RET-15018,ORD-538246,Defective Product,47420.51,Approved
RET-15019,ORD-538252,Late Delivery,1404.69,Pending
RET-15020,ORD-538272,Late Delivery,1054.73,Approved
RET-15021,ORD-538275,Customer Dissatisfaction,7107.87,Pending
RET-15022,ORD-538286,Defective Product,0.0,Rejected
RET-15023,ORD-538290,Customer Dissatisfaction,43140.34,Approved
RET-15024,ORD-538294,Late Delivery,5761.6,Pending
RET-15025,ORD-538299,Damaged in Transit,32252.89,Approved
RET-15026,ORD-538300,Customer Dissatisfaction,35977.92,Approved
RET-15027,ORD-538302,Defective Product,594.66,Pending
RET-15028,ORD-538313,Defective Product,6056.3,Pending
RET-15029,ORD-538318,Customer Dissatisfaction,1119.98,Approved
RET-15030,ORD-538319,Defective Product,87469.01,Approved
RET-15031,ORD-538322,Size Issue,4009.29,Pending
RET-15032,ORD-538347,Wrong Item,383.95,Pending
RET-15033,ORD-538350,Size Issue,22831.68,Approved
RET-15034,ORD-538355,Damaged in Transit,9174.49,Approved
RET-15035,ORD-538357,Customer Dissatisfaction,157529.65,Approved
RET-15036,ORD-538365,Size Issue,0.0,Rejected
RET-15037,ORD-538381,Wrong Item,1422.21,Approved
RET-15038,ORD-538387,Defective Product,0.0,Rejected
RET-15039,ORD-538392,Damaged in Transit,17634.63,Pending
RET-15040,ORD-538399,Wrong Item,13442.54,Pending
RET-15041,ORD-538408,Size Issue,0.0,Rejected
RET-15042,ORD-538411,Customer Dissatisfaction,61014.7,Approved
RET-15043,ORD-538412,Customer Dissatisfaction,1701.78,Pending
RET-15044,ORD-538416,Size Issue,33023.67,Approved
RET-15045,ORD-538444,Size Issue,63848.12,Approved
RET-15046,ORD-538450,Damaged in Transit,48398.85,Approved
RET-15047,ORD-538472,Size Issue,54063.2,Pending
RET-15048,ORD-538474,Customer Dissatisfaction,212679.84,Pending
RET-15049,ORD-538475,Size Issue,9898.48,Approved
RET-15050,ORD-538483,Late Delivery,155049.25,Approved
RET-15051,ORD-538486,Damaged in Transit,6679.56,Approved
RET-15052,ORD-538489,Size Issue,1904.71,Approved
RET-15053,ORD-538503,Customer Dissatisfaction,7396.27,Approved
RET-15054,ORD-538504,Defective Product,25168.45,Approved
RET-15055,ORD-538512,Wrong Item,1613.84,Approved
RET-15056,ORD-538517,Defective Product,11166.13,Approved
RET-15057,ORD-538521,Late Delivery,17591.48,Approved
RET-15058,ORD-538536,Defective Product,41763.22,Approved
RET-15059,ORD-538538,Late Delivery,3941.54,Approved
RET-15060,ORD-538541,Late Delivery,79646.21,Approved
RET-15061,ORD-538543,Defective Product,54684.12,Approved
RET-15062,ORD-538584,Customer Dissatisfaction,29207.87,Pending
RET-15063,ORD-538587,Size Issue,261895.53,Approved
RET-15064,ORD-538595,Customer Dissatisfaction,18748.75,Approved
RET-15065,ORD-538596,Defective Product,21511.68,Approved
RET-15066,ORD-538603,Customer Dissatisfaction,12350.77,Approved
RET-15067,ORD-538604,Damaged in Transit,27632.44,Approved
RET-15068,ORD-538610,Size Issue,25693.52,Pending
RET-15069,ORD-538613,Damaged in Transit,1312.51,Approved
RET-15070,ORD-538616,Wrong Item,9293.02,Approved
RET-15071,ORD-538636,Wrong Item,89584.63,Approved
RET-15072,ORD-538647,Wrong Item,83684.74,Approved
RET-15073,ORD-538650,Defective Product,18812.73,Approved
RET-15074,ORD-538659,Late Delivery,7522.64,Approved
RET-15075,ORD-538667,Customer Dissatisfaction,3390.91,Approved
RET-15076,ORD-538669,Customer Dissatisfaction,0.0,Rejected
RET-15077,ORD-538674,Late Delivery,4533.1,Pending
RET-15078,ORD-538687,Wrong Item,133722.79,Approved
RET-15079,ORD-538691,Size Issue,47856.69,Pending
RET-15080,ORD-538696,Size Issue,42977.41,Approved
RET-15081,ORD-538698,Wrong Item,2977.96,Approved
RET-15082,ORD-538702,Damaged in Transit,248471.5,Approved
RET-15083,ORD-538715,Size Issue,1651.88,Pending
RET-15084,ORD-538719,,53685.45,Approved
RET-15085,ORD-538722,Damaged in Transit,3479.0,Approved
RET-15086,ORD-538729,Damaged in Transit,2782.7,Approved
RET-15087,ORD-538764,Late Delivery,3100.16,Approved
RET-15088,ORD-538768,Wrong Item,0.0,Rejected
RET-15089,ORD-538783,Late Delivery,12778.65,Approved
RET-15090,ORD-538791,Defective Product,90534.79,Approved
RET-15091,ORD-538794,Size Issue,0.0,Rejected
RET-15092,ORD-538820,Defective Product,32886.08,Approved
RET-15093,ORD-538823,Size Issue,25993.57,Approved
RET-15094,ORD-538827,Late Delivery,1314.97,Approved
RET-15095,ORD-538851,Late Delivery,255821.07,Approved
RET-15096,ORD-538863,Damaged in Transit,19009.56,Approved
RET-15097,ORD-538865,Damaged in Transit,68781.01,Approved
RET-15098,ORD-538876,Wrong Item,46457.87,Approved
RET-15099,ORD-538882,Damaged in Transit,35187.9,Approved
RET-15100,ORD-538883,Late Delivery,7762.87,Approved
RET-15101,ORD-538899,Customer Dissatisfaction,0.0,Rejected
RET-15102,ORD-538904,Late Delivery,36094.25,Approved
RET-15103,ORD-538905,Defective Product,72849.32,Approved
RET-15104,ORD-538906,Wrong Item,32168.9,Approved
RET-15105,ORD-538910,Size Issue,14078.93,Approved
RET-15106,ORD-538921,Defective Product,1460.86,Approved
RET-15107,ORD-538925,Damaged in Transit,7097.79,Pending
RET-15108,ORD-538938,Late Delivery,1099.57,Pending
RET-15109,ORD-538939,Damaged in Transit,89811.29,Approved
RET-15110,ORD-538945,Customer Dissatisfaction,7325.78,Approved
RET-15111,ORD-538948,Damaged in Transit,58287.75,Approved
RET-15112,ORD-538972,Late Delivery,0.0,Rejected
RET-15113,ORD-538999,Late Delivery,35126.59,Approved
RET-15114,ORD-539014,Wrong Item,19051.58,Approved
RET-15115,ORD-539026,Damaged in Transit,20907.45,Approved
RET-15116,ORD-539033,Damaged in Transit,72584.11,Approved
RET-15117,ORD-539034,Late Delivery,6201.25,Approved
RET-15118,ORD-539039,Wrong Item,15178.36,Approved
RET-15119,ORD-539043,Wrong Item,80536.02,Approved
RET-15120,ORD-539046,Damaged in Transit,5519.41,Approved
RET-15121,ORD-539049,Damaged in Transit,162637.11,Approved
RET-15122,ORD-539054,Late Delivery,8857.27,Pending
RET-15123,ORD-539063,Wrong Item,6058.7,Approved
RET-15124,ORD-539064,Defective Product,98875.13,Approved
RET-15125,ORD-539067,Late Delivery,2514.93,Approved
RET-15126,ORD-539074,Customer Dissatisfaction,18140.76,Pending
RET-15127,ORD-539090,Defective Product,2728.58,Approved
RET-15128,ORD-539103,Late Delivery,999.07,Approved
RET-15129,ORD-539120,Late Delivery,2474.58,Approved
RET-15130,ORD-539122,Customer Dissatisfaction,105479.58,Approved
RET-15131,ORD-539125,Defective Product,1446.13,Approved
RET-15132,ORD-539134,,12623.58,Pending
RET-15133,ORD-539136,Customer Dissatisfaction,14034.58,Approved
RET-15134,ORD-539137,Customer Dissatisfaction,225234.39,Approved
RET-15135,ORD-539145,Size Issue,15486.66,Approved
RET-15136,ORD-539149,Size Issue,0.0,Rejected
RET-15137,ORD-539155,Damaged in Transit,0.0,Rejected
RET-15138,ORD-539159,Customer Dissatisfaction,9063.22,Approved
RET-15139,ORD-539160,Damaged in Transit,3934.35,Pending
RET-15140,ORD-539167,Defective Product,6195.06,Approved
RET-15141,ORD-539170,Damaged in Transit,7003.37,Approved
RET-15142,ORD-539177,Wrong Item,0.0,Rejected
RET-15143,ORD-539178,Late Delivery,1154.93,Approved
RET-15144,ORD-539190,Size Issue,11248.06,Pending
RET-15145,ORD-539191,Defective Product,64604.57,Approved
RET-15146,ORD-539192,Damaged in Transit,0.0,Rejected
RET-15147,ORD-539194,Damaged in Transit,580.25,Approved
RET-15148,ORD-539227,Damaged in Transit,37045.49,Pending
RET-15149,ORD-539253,Size Issue,0.0,Rejected
RET-15150,ORD-539254,Defective Product,12317.97,Approved
RET-15151,ORD-539256,Customer Dissatisfaction,0.0,Rejected
RET-15152,ORD-539260,Size Issue,8554.41,Approved
RET-15153,ORD-539261,Damaged in Transit,50650.13,Approved
RET-15154,ORD-539270,Defective Product,56614.39,Approved
RET-15155,ORD-539272,Defective Product,71678.74,Approved
RET-15156,ORD-539276,Late Delivery,66527.06,Approved
RET-15157,ORD-539280,Wrong Item,167858.11,Approved
RET-15158,ORD-539281,Damaged in Transit,124082.42,Approved
RET-15159,ORD-539285,Customer Dissatisfaction,62233.12,Approved
RET-15160,ORD-539291,Wrong Item,0.0,Rejected
RET-15161,ORD-539298,Defective Product,40180.26,Approved
RET-15162,ORD-539317,Damaged in Transit,14879.7,Approved
RET-15163,ORD-539327,Customer Dissatisfaction,9698.55,Approved
RET-15164,ORD-539338,Customer Dissatisfaction,14504.2,Approved
RET-15165,ORD-539354,Customer Dissatisfaction,11002.65,Pending
RET-15166,ORD-539357,Customer Dissatisfaction,2108.1,Approved
RET-15167,ORD-539359,Wrong Item,1264.1,Pending
RET-15168,ORD-539359,Size Issue,0.0,Rejected
RET-15169,ORD-539361,Customer Dissatisfaction,0.0,Rejected
RET-15170,ORD-539372,Late Delivery,136551.91,Approved
RET-15171,ORD-539385,Size Issue,45083.55,Approved
RET-15172,ORD-539388,Late Delivery,41811.08,Approved
RET-15173,ORD-539393,Defective Product,0.0,Rejected
RET-15174,ORD-539402,Size Issue,24708.79,Approved
RET-15175,ORD-539404,Damaged in Transit,119647.99,Approved
RET-15176,ORD-539411,Damaged in Transit,6043.65,Pending
RET-15177,ORD-539421,Damaged in Transit,104154.96,Pending
RET-15178,ORD-539423,Size Issue,84070.64,Approved
RET-15179,ORD-539434,Defective Product,57779.25,Pending
RET-15180,ORD-539447,Wrong Item,43167.83,Pending
RET-15181,ORD-539448,Late Delivery,41470.96,Approved
RET-15182,ORD-539455,Late Delivery,105120.94,Approved
RET-15183,ORD-539456,Size Issue,5015.76,Approved
RET-15184,ORD-539458,Late Delivery,0.0,Rejected
RET-15185,ORD-539461,Customer Dissatisfaction,5904.44,Pending
RET-15186,ORD-539471,Wrong Item,0.0,Rejected
RET-15187,ORD-539476,Damaged in Transit,88969.66,Approved
RET-15188,ORD-539483,Defective Product,13163.4,Approved
RET-15189,ORD-539491,Damaged in Transit,3117.2,Approved
RET-15190,ORD-539492,Damaged in Transit,22732.41,Approved
RET-15191,ORD-539498,Late Delivery,6772.96,Pending
RET-15192,ORD-539502,Size Issue,21839.44,Approved
RET-15193,ORD-539504,Wrong Item,2241.94,Approved
RET-15194,ORD-539505,Damaged in Transit,7362.84,Approved
RET-15195,ORD-539518,Defective Product,206363.57,Approved
RET-15196,ORD-539535,Defective Product,25863.74,Pending
RET-15197,ORD-539544,Size Issue,12700.56,Pending
RET-15198,ORD-539545,Size Issue,1663.63,Approved
RET-15199,ORD-539561,Late Delivery,8293.94,Approved
RET-15200,ORD-539562,Defective Product,236408.18,Approved
RET-15201,ORD-539569,Customer Dissatisfaction,64201.22,Approved
RET-15202,ORD-539570,Damaged in Transit,92033.37,Pending
RET-15203,ORD-539571,Defective Product,31232.2,Pending
RET-15204,ORD-539573,Damaged in Transit,6736.17,Approved
RET-15205,ORD-539585,Wrong Item,22297.39,Pending
RET-15206,ORD-539596,Customer Dissatisfaction,0.0,Rejected
RET-15207,ORD-539597,Damaged in Transit,10821.01,Approved
RET-15208,ORD-539605,Defective Product,49806.25,Pending
RET-15209,ORD-539610,Size Issue,1930.17,Approved
RET-15210,ORD-539611,Size Issue,101397.02,Approved
RET-15211,ORD-539630,Late Delivery,329.47,Approved
RET-15212,ORD-539631,Wrong Item,356.76,Approved
RET-15213,ORD-539633,Customer Dissatisfaction,37769.75,Approved
RET-15214,ORD-539637,Customer Dissatisfaction,12509.94,Approved
RET-15215,ORD-539639,Late Delivery,26960.56,Approved
RET-15216,ORD-539648,Late Delivery,11738.81,Approved
RET-15217,ORD-539667,Damaged in Transit,191563.26,Approved
RET-15218,ORD-539674,Defective Product,53311.11,Approved
RET-15219,ORD-539675,Late Delivery,13046.48,Approved
RET-15220,ORD-539681,Defective Product,3585.07,Pending
RET-15221,ORD-539692,Customer Dissatisfaction,29284.19,Approved
RET-15222,ORD-539693,Wrong Item,70449.33,Pending
RET-15223,ORD-539694,Size Issue,10074.74,Pending
RET-15224,ORD-539698,Wrong Item,2842.43,Approved
RET-15225,ORD-539700,Damaged in Transit,14601.04,Approved
RET-15226,ORD-539705,Customer Dissatisfaction,9480.09,Pending
RET-15227,ORD-539706,Customer Dissatisfaction,6247.58,Pending
RET-15228,ORD-539711,Wrong Item,67475.72,Approved
RET-15229,ORD-539718,Customer Dissatisfaction,0.0,Rejected
RET-15230,ORD-539721,Defective Product,0.0,Rejected
RET-15231,ORD-539733,Wrong Item,53962.58,Approved
RET-15232,ORD-539739,Wrong Item,64289.8,Pending
RET-15233,ORD-539746,Late Delivery,0.0,Rejected
RET-15234,ORD-539767,Damaged in Transit,11043.91,Approved
RET-15235,ORD-539769,Size Issue,198283.5,Approved
RET-15236,ORD-539781,Customer Dissatisfaction,34795.43,Approved
RET-15237,ORD-539784,Damaged in Transit,4536.36,Pending
RET-15238,ORD-539788,Defective Product,234771.06,Approved
RET-15239,ORD-539791,Wrong Item,13608.11,Approved
RET-15240,ORD-539810,Wrong Item,0.0,Rejected
RET-15241,ORD-539814,Damaged in Transit,55750.48,Approved
RET-15242,ORD-539825,Defective Product,21380.78,Approved
RET-15243,ORD-539835,Customer Dissatisfaction,3305.59,Approved
RET-15244,ORD-539841,Wrong Item,692.57,Approved
RET-15245,ORD-539842,Wrong Item,75969.84,Approved
RET-15246,ORD-539844,Wrong Item,184589.79,Approved
RET-15247,ORD-539858,Wrong Item,271201.57,Approved
RET-15248,ORD-539861,Defective Product,11831.83,Approved
RET-15249,ORD-539869,Customer Dissatisfaction,100217.55,Pending
RET-15250,ORD-539870,Size Issue,49698.32,Approved
RET-15251,ORD-539880,Size Issue,0.0,Rejected
RET-15252,ORD-539883,Damaged in Transit,2147.03,Approved
RET-15253,ORD-539926,Size Issue,103714.88,Approved
RET-15254,ORD-539967,Late Delivery,54758.14,Approved
RET-15255,ORD-539968,Defective Product,6417.48,Approved
RET-15256,ORD-539981,Defective Product,31981.91,Approved
RET-15257,ORD-539988,Customer Dissatisfaction,53159.49,Approved
RET-15258,ORD-540002,Wrong Item,19874.18,Approved
RET-15259,ORD-540005,Late Delivery,82437.12,Approved
RET-15260,ORD-540019,Customer Dissatisfaction,6361.82,Approved
RET-15261,ORD-540020,Customer Dissatisfaction,1678.64,Approved
RET-15262,ORD-540035,Damaged in Transit,164996.67,Approved
RET-15263,ORD-540051,Customer Dissatisfaction,21381.61,Approved
RET-15264,ORD-540063,Customer Dissatisfaction,5602.71,Approved
RET-15265,ORD-540065,Damaged in Transit,112656.08,Approved
RET-15266,ORD-540071,Defective Product,50855.11,Approved
RET-15267,ORD-540073,Wrong Item,34702.7,Approved
RET-15268,ORD-540081,Defective Product,472.67,Pending
RET-15269,ORD-540082,Customer Dissatisfaction,5472.18,Approved
RET-15270,ORD-540089,Wrong Item,7761.24,Approved
RET-15271,ORD-540091,Defective Product,6077.5,Approved
RET-15272,ORD-540093,Late Delivery,36920.84,Approved
RET-15273,ORD-540103,Late Delivery,9621.83,Pending
RET-15274,ORD-540111,Defective Product,0.0,Rejected
RET-15275,ORD-540115,Size Issue,18799.96,Approved
RET-15276,ORD-540116,Customer Dissatisfaction,65689.25,Approved
RET-15277,ORD-540119,Wrong Item,57345.16,Approved
RET-15278,ORD-540121,Late Delivery,0.0,Rejected
RET-15279,ORD-540130,Damaged in Transit,0.0,Rejected
RET-15280,ORD-540131,Wrong Item,56466.21,Approved
RET-15281,ORD-540132,Damaged in Transit,0.0,Rejected
RET-15282,ORD-540139,Defective Product,0.0,Rejected
RET-15283,ORD-540145,Wrong Item,5317.04,Approved
RET-15284,ORD-540157,Defective Product,15357.74,Pending
RET-15285,ORD-540159,Size Issue,36408.6,Approved
RET-15286,ORD-540161,Wrong Item,671.93,Approved
RET-15287,ORD-540168,Customer Dissatisfaction,8875.01,Approved
RET-15288,ORD-540191,Late Delivery,45118.72,Approved
RET-15289,ORD-540193,Wrong Item,144702.29,Approved
RET-15290,ORD-540200,Size Issue,126269.03,Approved
RET-15291,ORD-540206,Wrong Item,21161.65,Approved
RET-15292,ORD-540212,Damaged in Transit,6122.68,Approved
RET-15293,ORD-540220,Damaged in Transit,0.0,Rejected
RET-15294,ORD-540223,Size Issue,518.2,Pending
RET-15295,ORD-540226,Size Issue,1195.14,Pending
RET-15296,ORD-540233,Size Issue,45616.42,Approved
RET-15297,ORD-540244,Late Delivery,0.0,Rejected
RET-15298,ORD-540249,Customer Dissatisfaction,33669.52,Pending
RET-15299,ORD-540250,Late Delivery,25501.15,Approved
RET-15300,ORD-540256,Damaged in Transit,6421.94,Approved
RET-15301,ORD-540266,Size Issue,12226.89,Approved
RET-15302,ORD-540269,Damaged in Transit,23532.1,Approved
RET-15303,ORD-540289,Size Issue,3267.16,Approved
RET-15304,ORD-540289,Damaged in Transit,2795.04,Approved
RET-15305,ORD-540290,Damaged in Transit,4761.09,Pending
RET-15306,ORD-540302,Defective Product,31822.89,Approved
RET-15307,ORD-540325,Wrong Item,6818.93,Pending
RET-15308,ORD-540331,Damaged in Transit,24807.4,Approved
RET-15309,ORD-540336,Wrong Item,9878.58,Pending
RET-15310,ORD-540345,Wrong Item,15562.12,Approved
RET-15311,ORD-540364,Wrong Item,101786.33,Approved
RET-15312,ORD-540380,Defective Product,0.0,Rejected
RET-15313,ORD-540386,Wrong Item,3130.65,Approved
RET-15314,ORD-540412,Damaged in Transit,0.0,Rejected
RET-15315,ORD-540418,Late Delivery,3549.52,Approved
RET-15316,ORD-540420,Wrong Item,115272.27,Approved
RET-15317,ORD-540432,Customer Dissatisfaction,28473.79,Approved
RET-15318,ORD-540460,Defective Product,27135.69,Approved
RET-15319,ORD-540477,Size Issue,15366.29,Pending
RET-15320,ORD-540497,Customer Dissatisfaction,2442.86,Pending
RET-15321,ORD-540506,Wrong Item,93587.3,Approved
RET-15322,ORD-540519,Damaged in Transit,28332.85,Pending
RET-15323,ORD-540521,Customer Dissatisfaction,10338.22,Pending
RET-15324,ORD-540533,Defective Product,0.0,Rejected
RET-15325,ORD-540537,Damaged in Transit,149617.25,Approved
RET-15326,ORD-540539,Wrong Item,25335.46,Approved
RET-15327,ORD-540549,Customer Dissatisfaction,15072.84,Approved
RET-15328,ORD-540552,Late Delivery,25343.17,Approved
RET-15329,ORD-540554,Late Delivery,27863.73,Approved
RET-15330,ORD-540584,Late Delivery,80693.43,Approved
RET-15331,ORD-540587,Defective Product,35464.72,Approved
RET-15332,ORD-540589,Late Delivery,79214.12,Approved
RET-15333,ORD-540591,Late Delivery,0.0,Rejected
RET-15334,ORD-540613,Size Issue,3105.19,Approved
RET-15335,ORD-540626,Customer Dissatisfaction,15195.35,Approved
RET-15336,ORD-540627,Wrong Item,97039.77,Approved
RET-15337,ORD-540630,Wrong Item,45890.28,Approved
RET-15338,ORD-540632,Wrong Item,6032.72,Approved
RET-15339,ORD-540644,Defective Product,0.0,Rejected
RET-15340,ORD-540646,Late Delivery,0.0,Rejected
RET-15341,ORD-540647,Wrong Item,0.0,Rejected
RET-15342,ORD-540648,Customer Dissatisfaction,2747.8,Approved
RET-15343,ORD-540658,Size Issue,57941.62,Approved
RET-15344,ORD-540659,Customer Dissatisfaction,82415.34,Approved
RET-15345,ORD-540673,Late Delivery,29776.58,Approved
RET-15346,ORD-540676,Late Delivery,12990.11,Approved
RET-15347,ORD-540681,Defective Product,5890.79,Approved
RET-15348,ORD-540686,Damaged in Transit,18472.44,Approved
RET-15349,ORD-540695,Defective Product,28986.47,Approved
RET-15350,ORD-540708,Size Issue,24649.8,Approved
RET-15351,ORD-540709,Customer Dissatisfaction,66319.01,Approved
RET-15352,ORD-540715,Customer Dissatisfaction,2751.21,Pending
RET-15353,ORD-540718,Wrong Item,2628.39,Approved
RET-15354,ORD-540720,Late Delivery,76695.3,Approved
RET-15355,ORD-540741,Wrong Item,0.0,Rejected
RET-15356,ORD-540745,Late Delivery,0.0,Rejected
RET-15357,ORD-540769,Wrong Item,11854.93,Approved
RET-15358,ORD-540770,Customer Dissatisfaction,13269.17,Approved
RET-15359,ORD-540777,Late Delivery,4723.25,Approved
RET-15360,ORD-540785,Wrong Item,12131.99,Approved
RET-15361,ORD-540786,Wrong Item,21837.84,Approved
RET-15362,ORD-540790,Size Issue,15183.17,Pending
RET-15363,ORD-540811,Size Issue,168957.3,Approved
RET-15364,ORD-540812,Defective Product,0.0,Rejected
RET-15365,ORD-540816,Size Issue,7334.14,Approved
RET-15366,ORD-540825,Damaged in Transit,144330.99,Approved
RET-15367,ORD-540832,Damaged in Transit,53065.66,Approved
RET-15368,ORD-540854,Customer Dissatisfaction,35724.27,Approved
RET-15369,ORD-540856,Wrong Item,41693.43,Approved
RET-15370,ORD-540864,Customer Dissatisfaction,93470.53,Approved
RET-15371,ORD-540865,Customer Dissatisfaction,75204.79,Pending
RET-15372,ORD-540870,Wrong Item,16377.15,Pending
RET-15373,ORD-540883,Size Issue,36226.98,Approved
RET-15374,ORD-540888,Defective Product,110429.65,Pending
RET-15375,ORD-540903,Customer Dissatisfaction,99040.68,Pending
RET-15376,ORD-540909,Customer Dissatisfaction,8475.18,Pending
RET-15377,ORD-540913,Defective Product,7259.18,Approved
RET-15378,ORD-540922,Defective Product,27965.43,Approved
RET-15379,ORD-540925,Defective Product,1689.32,Approved
RET-15380,ORD-540928,Late Delivery,59302.54,Approved
RET-15381,ORD-540930,Wrong Item,115746.56,Approved
RET-15382,ORD-540942,Customer Dissatisfaction,154695.91,Approved
RET-15383,ORD-540943,Wrong Item,228958.53,Approved
RET-15384,ORD-540952,Customer Dissatisfaction,39713.73,Approved
RET-15385,ORD-540954,Damaged in Transit,70661.71,Approved
RET-15386,ORD-540957,Wrong Item,16124.31,Approved
RET-15387,ORD-540972,Damaged in Transit,2420.22,Approved
RET-15388,ORD-540975,Customer Dissatisfaction,18959.08,Approved
RET-15389,ORD-540978,Late Delivery,1624.96,Approved
RET-15390,ORD-540979,Damaged in Transit,10122.27,Approved
RET-15391,ORD-540983,Size Issue,108259.27,Approved
RET-15392,ORD-540999,Late Delivery,0.0,Rejected
RET-15393,ORD-541006,Wrong Item,7207.48,Pending
RET-15394,ORD-541011,Customer Dissatisfaction,239822.83,Approved
RET-15395,ORD-541013,Wrong Item,3622.48,Pending
RET-15396,ORD-541018,Late Delivery,4280.6,Approved
RET-15397,ORD-541025,Late Delivery,9814.8,Approved
RET-15398,ORD-541061,Defective Product,4378.74,Pending
RET-15399,ORD-541062,Customer Dissatisfaction,15598.5,Approved
RET-15400,ORD-541069,Late Delivery,15697.32,Approved
RET-15401,ORD-541074,Wrong Item,117681.97,Approved
RET-15402,ORD-541078,Defective Product,3324.23,Approved
RET-15403,ORD-541087,Damaged in Transit,1269.62,Approved
RET-15404,ORD-541097,Defective Product,41050.3,Approved
RET-15405,ORD-541099,Damaged in Transit,26234.26,Approved
RET-15406,ORD-541138,Late Delivery,1570.05,Approved
RET-15407,ORD-541151,Defective Product,1208.62,Approved
